junctionid,vehicleid,turn,priority,arrivaltime,departuretime,delay
MaryRosslandJuction,veh_0,right,1,127000000000,178000000000,51.0
MaryRosslandJuction,veh_1002,left,1,618000000000,1483000000000,865.0
MaryRosslandJuction,veh_1005,straight,1,629000000000,1136000000000,507.0
MaryRosslandJuction,veh_1006,left,1,665000000000,1721000000000,1056.0
MaryRosslandJuction,veh_1007,right,1,716000000000,1077000000000,361.0
MaryRosslandJuction,veh_1010,left,1,132000000000,938000000000,806.0
MaryRosslandJuction,veh_1011,right,1,133000000000,825000000000,692.0
MaryRosslandJuction,veh_1012,left,1,134000000000,944000000000,810.0
MaryRosslandJuction,veh_1013,straight,1,135000000000,961000000000,826.0
MaryRosslandJuction,veh_1014,straight,1,197000000000,997000000000,800.0
MaryRosslandJuction,veh_1015,right,1,201000000000,999000000000,798.0
MaryRosslandJuction,veh_1016,left,1,203000000000,1123000000000,920.0
MaryRosslandJuction,veh_1017,straight,1,206000000000,1144000000000,938.0
MaryRosslandJuction,veh_1018,right,1,440000000000,972000000000,532.0
MaryRosslandJuction,veh_102,straight,1,305000000000,575000000000,270.0
MaryRosslandJuction,veh_1020,left,1,424000000000,486000000000,62.0
MaryRosslandJuction,veh_1022,right,1,728000000000,1050000000000,322.0
MaryRosslandJuction,veh_1026,right,1,2704000000000,2751000000000,47.0
MaryRosslandJuction,veh_1030,straight,1,2803000000000,2851000000000,48.0
MaryRosslandJuction,veh_1034,left,1,627000000000,1613000000000,986.0
MaryRosslandJuction,veh_1037,straight,1,618000000000,1144000000000,526.0
MaryRosslandJuction,veh_1038,left,1,719000000000,1638000000000,919.0
MaryRosslandJuction,veh_1039,right,1,725000000000,1130000000000,405.0
MaryRosslandJuction,veh_1042,left,1,136000000000,388000000000,252.0
MaryRosslandJuction,veh_1043,right,1,137000000000,827000000000,690.0
MaryRosslandJuction,veh_1044,left,1,138000000000,946000000000,808.0
MaryRosslandJuction,veh_1045,straight,1,139000000000,965000000000,826.0
MaryRosslandJuction,veh_1046,straight,1,207000000000,1151000000000,944.0
MaryRosslandJuction,veh_1047,right,1,208000000000,1006000000000,798.0
MaryRosslandJuction,veh_1048,left,1,210000000000,1126000000000,916.0
MaryRosslandJuction,veh_1049,straight,1,211000000000,1153000000000,942.0
MaryRosslandJuction,veh_1050,right,1,431000000000,962000000000,531.0
MaryRosslandJuction,veh_1052,left,1,630000000000,710000000000,80.0
MaryRosslandJuction,veh_1054,right,1,730000000000,1053000000000,323.0
MaryRosslandJuction,veh_1058,right,1,2758000000000,2811000000000,53.0
MaryRosslandJuction,veh_106,left,1,183000000000,826000000000,643.0
MaryRosslandJuction,veh_1062,straight,1,2875000000000,2922000000000,47.0
MaryRosslandJuction,veh_1066,left,1,672000000000,1637000000000,965.0
MaryRosslandJuction,veh_1069,straight,1,675000000000,1134000000000,459.0
MaryRosslandJuction,veh_1070,left,1,728000000000,1756000000000,1028.0
MaryRosslandJuction,veh_1071,right,1,734000000000,1143000000000,409.0
MaryRosslandJuction,veh_1074,left,1,140000000000,404000000000,264.0
MaryRosslandJuction,veh_1075,right,1,141000000000,959000000000,818.0
MaryRosslandJuction,veh_1076,left,1,142000000000,412000000000,270.0
MaryRosslandJuction,veh_1077,straight,1,143000000000,971000000000,828.0
MaryRosslandJuction,veh_1078,straight,1,212000000000,1286000000000,1074.0
MaryRosslandJuction,veh_1079,right,1,213000000000,1007000000000,794.0
MaryRosslandJuction,veh_1080,left,1,214000000000,1304000000000,1090.0
MaryRosslandJuction,veh_1081,straight,1,215000000000,1289000000000,1074.0
MaryRosslandJuction,veh_1084,left,1,639000000000,719000000000,80.0
MaryRosslandJuction,veh_1086,right,1,737000000000,1086000000000,349.0
MaryRosslandJuction,veh_109,straight,1,185000000000,362000000000,177.0
MaryRosslandJuction,veh_1090,right,1,2779000000000,2826000000000,47.0
MaryRosslandJuction,veh_1094,straight,1,2806000000000,2853000000000,47.0
MaryRosslandJuction,veh_1098,left,1,691000000000,1601000000000,910.0
MaryRosslandJuction,veh_110,left,1,152000000000,620000000000,468.0
MaryRosslandJuction,veh_1101,straight,1,629000000000,1133000000000,504.0
MaryRosslandJuction,veh_1102,left,1,737000000000,1647000000000,910.0
MaryRosslandJuction,veh_1103,right,1,743000000000,1148000000000,405.0
MaryRosslandJuction,veh_1106,left,1,144000000000,424000000000,280.0
MaryRosslandJuction,veh_1107,right,1,145000000000,963000000000,818.0
MaryRosslandJuction,veh_1108,left,1,146000000000,434000000000,288.0
MaryRosslandJuction,veh_1109,straight,1,147000000000,973000000000,826.0
MaryRosslandJuction,veh_111,right,1,155000000000,205000000000,50.0
MaryRosslandJuction,veh_1110,straight,1,216000000000,1060000000000,844.0
MaryRosslandJuction,veh_1111,right,1,217000000000,1061000000000,844.0
MaryRosslandJuction,veh_1112,left,1,219000000000,1305000000000,1086.0
MaryRosslandJuction,veh_1113,straight,1,222000000000,1296000000000,1074.0
MaryRosslandJuction,veh_1116,left,1,684000000000,746000000000,62.0
MaryRosslandJuction,veh_1118,right,1,738000000000,1088000000000,350.0
MaryRosslandJuction,veh_1122,right,1,2787000000000,2836000000000,49.0
MaryRosslandJuction,veh_1126,straight,1,2885000000000,2938000000000,53.0
MaryRosslandJuction,veh_1130,left,1,699000000000,1546000000000,847.0
MaryRosslandJuction,veh_1133,straight,1,673000000000,1141000000000,468.0
MaryRosslandJuction,veh_1134,left,1,747000000000,1663000000000,916.0
MaryRosslandJuction,veh_1135,right,1,788000000000,1187000000000,399.0
MaryRosslandJuction,veh_1138,left,1,148000000000,448000000000,300.0
MaryRosslandJuction,veh_1139,right,1,149000000000,969000000000,820.0
MaryRosslandJuction,veh_114,left,1,19000000000,59000000000,40.0
MaryRosslandJuction,veh_1140,left,1,150000000000,484000000000,334.0
MaryRosslandJuction,veh_1141,straight,1,151000000000,1017000000000,866.0
MaryRosslandJuction,veh_1142,straight,1,223000000000,1071000000000,848.0
MaryRosslandJuction,veh_1143,right,1,225000000000,1071000000000,846.0
MaryRosslandJuction,veh_1144,left,1,226000000000,1312000000000,1086.0
MaryRosslandJuction,veh_1145,straight,1,227000000000,1297000000000,1070.0
MaryRosslandJuction,veh_1148,left,1,494000000000,556000000000,62.0
MaryRosslandJuction,veh_115,right,1,21000000000,81000000000,60.0
MaryRosslandJuction,veh_1150,right,1,745000000000,1095000000000,350.0
MaryRosslandJuction,veh_1154,right,1,2796000000000,2846000000000,50.0
MaryRosslandJuction,veh_116,left,1,22000000000,206000000000,184.0
MaryRosslandJuction,veh_1162,left,1,703000000000,1730000000000,1027.0
MaryRosslandJuction,veh_1165,straight,1,708000000000,1073000000000,365.0
MaryRosslandJuction,veh_1166,left,1,791000000000,1619000000000,828.0
MaryRosslandJuction,veh_1167,right,1,797000000000,1195000000000,398.0
MaryRosslandJuction,veh_117,straight,1,23000000000,145000000000,122.0
MaryRosslandJuction,veh_1170,left,1,152000000000,450000000000,298.0
MaryRosslandJuction,veh_1171,right,1,153000000000,971000000000,818.0
MaryRosslandJuction,veh_1172,left,1,154000000000,504000000000,350.0
MaryRosslandJuction,veh_1173,straight,1,155000000000,1019000000000,864.0
MaryRosslandJuction,veh_1174,straight,1,228000000000,1442000000000,1214.0
MaryRosslandJuction,veh_1175,right,1,229000000000,1077000000000,848.0
MaryRosslandJuction,veh_1176,left,1,231000000000,1315000000000,1084.0
MaryRosslandJuction,veh_1177,straight,1,233000000000,1449000000000,1216.0
MaryRosslandJuction,veh_118,straight,1,20000000000,162000000000,142.0
MaryRosslandJuction,veh_1180,left,1,496000000000,558000000000,62.0
MaryRosslandJuction,veh_1182,right,1,747000000000,1098000000000,351.0
MaryRosslandJuction,veh_1186,right,1,2840000000000,2888000000000,48.0
MaryRosslandJuction,veh_119,right,1,21000000000,161000000000,140.0
MaryRosslandJuction,veh_1190,straight,1,2939000000000,2987000000000,48.0
MaryRosslandJuction,veh_1194,left,1,753000000000,1582000000000,829.0
MaryRosslandJuction,veh_1197,straight,1,682000000000,1080000000000,398.0
MaryRosslandJuction,veh_1198,left,1,800000000000,1666000000000,866.0
MaryRosslandJuction,veh_1199,right,1,825000000000,1196000000000,371.0
MaryRosslandJuction,veh_12,straight,1,82000000000,153000000000,71.0
MaryRosslandJuction,veh_120,left,1,23000000000,83000000000,60.0
MaryRosslandJuction,veh_1202,left,1,156000000000,532000000000,376.0
MaryRosslandJuction,veh_1203,right,1,157000000000,977000000000,820.0
MaryRosslandJuction,veh_1204,left,1,158000000000,478000000000,320.0
MaryRosslandJuction,veh_1205,straight,1,159000000000,1025000000000,866.0
MaryRosslandJuction,veh_1206,straight,1,234000000000,1080000000000,846.0
MaryRosslandJuction,veh_1207,right,1,235000000000,1131000000000,896.0
MaryRosslandJuction,veh_1208,left,1,237000000000,1475000000000,1238.0
MaryRosslandJuction,veh_1209,straight,1,238000000000,1450000000000,1212.0
MaryRosslandJuction,veh_121,straight,1,25000000000,171000000000,146.0
MaryRosslandJuction,veh_1212,left,1,512000000000,585000000000,73.0
MaryRosslandJuction,veh_1214,right,1,818000000000,1104000000000,286.0
MaryRosslandJuction,veh_1218,right,1,2848000000000,2896000000000,48.0
MaryRosslandJuction,veh_122,right,1,67000000000,126000000000,59.0
MaryRosslandJuction,veh_1222,straight,1,2949000000000,2999000000000,50.0
MaryRosslandJuction,veh_1226,left,1,755000000000,1745000000000,990.0
MaryRosslandJuction,veh_1229,straight,1,762000000000,1153000000000,391.0
MaryRosslandJuction,veh_1231,right,1,827000000000,1202000000000,375.0
MaryRosslandJuction,veh_1234,left,1,160000000000,486000000000,326.0
MaryRosslandJuction,veh_1235,right,1,161000000000,981000000000,820.0
MaryRosslandJuction,veh_1236,left,1,162000000000,594000000000,432.0
MaryRosslandJuction,veh_1237,straight,1,163000000000,1027000000000,864.0
MaryRosslandJuction,veh_1238,straight,1,240000000000,1496000000000,1256.0
MaryRosslandJuction,veh_1239,right,1,243000000000,1133000000000,890.0
MaryRosslandJuction,veh_124,left,1,68000000000,216000000000,148.0
MaryRosslandJuction,veh_1240,left,1,246000000000,1476000000000,1230.0
MaryRosslandJuction,veh_1241,straight,1,247000000000,1143000000000,896.0
MaryRosslandJuction,veh_1244,left,1,539000000000,604000000000,65.0
MaryRosslandJuction,veh_1246,right,1,820000000000,1107000000000,287.0
MaryRosslandJuction,veh_1250,right,1,2857000000000,2904000000000,47.0
MaryRosslandJuction,veh_1258,left,1,765000000000,2330000000000,1565.0
MaryRosslandJuction,veh_126,right,1,82000000000,232000000000,150.0
MaryRosslandJuction,veh_1261,straight,1,693000000000,1063000000000,370.0
MaryRosslandJuction,veh_1263,right,1,834000000000,1205000000000,371.0
MaryRosslandJuction,veh_1266,left,1,164000000000,506000000000,342.0
MaryRosslandJuction,veh_1267,right,1,165000000000,987000000000,822.0
MaryRosslandJuction,veh_1268,left,1,166000000000,954000000000,788.0
MaryRosslandJuction,veh_1269,straight,1,167000000000,1033000000000,866.0
MaryRosslandJuction,veh_1270,straight,1,248000000000,1504000000000,1256.0
MaryRosslandJuction,veh_1271,right,1,249000000000,1143000000000,894.0
MaryRosslandJuction,veh_1272,left,1,251000000000,1483000000000,1232.0
MaryRosslandJuction,veh_1273,straight,1,252000000000,1492000000000,1240.0
MaryRosslandJuction,veh_1276,left,1,523000000000,594000000000,71.0
MaryRosslandJuction,veh_1278,right,1,971000000000,1157000000000,186.0
MaryRosslandJuction,veh_1282,right,1,2785000000000,2834000000000,49.0
MaryRosslandJuction,veh_1290,left,1,684000000000,1558000000000,874.0
MaryRosslandJuction,veh_1293,straight,1,809000000000,1285000000000,476.0
MaryRosslandJuction,veh_1295,right,1,836000000000,1213000000000,377.0
MaryRosslandJuction,veh_1298,left,1,168000000000,538000000000,370.0
MaryRosslandJuction,veh_1299,right,1,169000000000,989000000000,820.0
MaryRosslandJuction,veh_13,left,1,53000000000,102000000000,49.0
MaryRosslandJuction,veh_130,right,1,351000000000,693000000000,342.0
MaryRosslandJuction,veh_1300,left,1,170000000000,548000000000,378.0
MaryRosslandJuction,veh_1301,straight,1,171000000000,1035000000000,864.0
MaryRosslandJuction,veh_1302,straight,1,253000000000,1151000000000,898.0
MaryRosslandJuction,veh_1303,right,1,255000000000,1151000000000,896.0
MaryRosslandJuction,veh_1304,left,1,258000000000,1486000000000,1228.0
MaryRosslandJuction,veh_1305,straight,1,259000000000,1495000000000,1236.0
MaryRosslandJuction,veh_1308,left,1,604000000000,666000000000,62.0
MaryRosslandJuction,veh_1310,right,1,972000000000,1160000000000,188.0
MaryRosslandJuction,veh_1314,right,1,2893000000000,2940000000000,47.0
MaryRosslandJuction,veh_1318,straight,1,2869000000000,2917000000000,48.0
MaryRosslandJuction,veh_1322,left,1,701000000000,1719000000000,1018.0
MaryRosslandJuction,veh_1325,straight,1,693000000000,1070000000000,377.0
MaryRosslandJuction,veh_1327,right,1,878000000000,1224000000000,346.0
MaryRosslandJuction,veh_1330,left,1,172000000000,556000000000,384.0
MaryRosslandJuction,veh_1331,right,1,173000000000,1013000000000,840.0
MaryRosslandJuction,veh_1332,left,1,174000000000,656000000000,482.0
MaryRosslandJuction,veh_1333,straight,1,175000000000,1019000000000,844.0
MaryRosslandJuction,veh_1334,straight,1,262000000000,1286000000000,1024.0
MaryRosslandJuction,veh_1335,right,1,264000000000,1286000000000,1022.0
MaryRosslandJuction,veh_1336,left,1,354000000000,1520000000000,1166.0
MaryRosslandJuction,veh_1337,straight,1,355000000000,1503000000000,1148.0
MaryRosslandJuction,veh_134,straight,1,349000000000,693000000000,344.0
MaryRosslandJuction,veh_1340,left,1,693000000000,756000000000,63.0
MaryRosslandJuction,veh_1342,right,1,979000000000,1166000000000,187.0
MaryRosslandJuction,veh_1346,right,1,2902000000000,2950000000000,48.0
MaryRosslandJuction,veh_1350,left,1,1910000000000,2122000000000,212.0
MaryRosslandJuction,veh_1354,left,1,809000000000,1738000000000,929.0
MaryRosslandJuction,veh_1357,straight,1,816000000000,1288000000000,472.0
MaryRosslandJuction,veh_1359,right,1,880000000000,1230000000000,350.0
MaryRosslandJuction,veh_1362,left,1,176000000000,674000000000,498.0
MaryRosslandJuction,veh_1363,right,1,177000000000,1023000000000,846.0
MaryRosslandJuction,veh_1364,left,1,178000000000,682000000000,504.0
MaryRosslandJuction,veh_1365,straight,1,179000000000,1087000000000,908.0
MaryRosslandJuction,veh_1366,straight,1,356000000000,1510000000000,1154.0
MaryRosslandJuction,veh_1367,right,1,410000000000,1292000000000,882.0
MaryRosslandJuction,veh_1368,left,1,416000000000,1522000000000,1106.0
MaryRosslandJuction,veh_1369,straight,1,417000000000,1297000000000,880.0
MaryRosslandJuction,veh_1372,left,1,871000000000,935000000000,64.0
MaryRosslandJuction,veh_1374,right,1,981000000000,1169000000000,188.0
MaryRosslandJuction,veh_1378,right,1,2795000000000,2842000000000,47.0
MaryRosslandJuction,veh_138,left,1,193000000000,829000000000,636.0
MaryRosslandJuction,veh_1382,left,1,1934000000000,2124000000000,190.0
MaryRosslandJuction,veh_1386,left,1,710000000000,1657000000000,947.0
MaryRosslandJuction,veh_1389,straight,1,819000000000,1451000000000,632.0
MaryRosslandJuction,veh_1391,right,1,887000000000,1233000000000,346.0
MaryRosslandJuction,veh_1394,left,1,180000000000,764000000000,584.0
MaryRosslandJuction,veh_1395,right,1,181000000000,1025000000000,844.0
MaryRosslandJuction,veh_1396,left,1,182000000000,602000000000,420.0
MaryRosslandJuction,veh_1397,straight,1,183000000000,1089000000000,906.0
MaryRosslandJuction,veh_1398,straight,1,420000000000,1684000000000,1264.0
MaryRosslandJuction,veh_1399,right,1,421000000000,1319000000000,898.0
MaryRosslandJuction,veh_14,right,1,58000000000,149000000000,91.0
MaryRosslandJuction,veh_1400,left,1,425000000000,1529000000000,1104.0
MaryRosslandJuction,veh_1401,straight,1,426000000000,1510000000000,1084.0
MaryRosslandJuction,veh_1404,left,1,638000000000,711000000000,73.0
MaryRosslandJuction,veh_1406,right,1,988000000000,1301000000000,313.0
MaryRosslandJuction,veh_141,straight,1,193000000000,361000000000,168.0
MaryRosslandJuction,veh_1410,right,1,2913000000000,2962000000000,49.0
MaryRosslandJuction,veh_1414,left,1,1946000000000,2140000000000,194.0
MaryRosslandJuction,veh_1418,left,1,861000000000,1621000000000,760.0
MaryRosslandJuction,veh_142,left,1,158000000000,621000000000,463.0
MaryRosslandJuction,veh_1421,straight,1,864000000000,1504000000000,640.0
MaryRosslandJuction,veh_1423,right,1,890000000000,1239000000000,349.0
MaryRosslandJuction,veh_1426,left,1,184000000000,748000000000,564.0
MaryRosslandJuction,veh_1427,right,1,185000000000,1031000000000,846.0
MaryRosslandJuction,veh_1428,left,1,186000000000,596000000000,410.0
MaryRosslandJuction,veh_1429,straight,1,187000000000,1097000000000,910.0
MaryRosslandJuction,veh_143,right,1,161000000000,212000000000,51.0
MaryRosslandJuction,veh_1430,straight,1,427000000000,1439000000000,1012.0
MaryRosslandJuction,veh_1431,right,1,431000000000,1445000000000,1014.0
MaryRosslandJuction,veh_1432,left,1,454000000000,1530000000000,1076.0
MaryRosslandJuction,veh_1433,straight,1,455000000000,1513000000000,1058.0
MaryRosslandJuction,veh_1436,left,1,691000000000,754000000000,63.0
MaryRosslandJuction,veh_1438,right,1,990000000000,1305000000000,315.0
MaryRosslandJuction,veh_1442,right,1,2947000000000,2999000000000,52.0
MaryRosslandJuction,veh_1446,left,1,2117000000000,2202000000000,85.0
MaryRosslandJuction,veh_1450,left,1,763000000000,1593000000000,830.0
MaryRosslandJuction,veh_1453,straight,1,870000000000,1681000000000,811.0
MaryRosslandJuction,veh_1455,right,1,896000000000,1242000000000,346.0
MaryRosslandJuction,veh_1458,left,1,188000000000,586000000000,398.0
MaryRosslandJuction,veh_1459,right,1,189000000000,1035000000000,846.0
MaryRosslandJuction,veh_146,left,1,24000000000,208000000000,184.0
MaryRosslandJuction,veh_1460,left,1,190000000000,836000000000,646.0
MaryRosslandJuction,veh_1461,straight,1,191000000000,1105000000000,914.0
MaryRosslandJuction,veh_1462,straight,1,456000000000,1450000000000,994.0
MaryRosslandJuction,veh_1463,straight,1,514000000000,1892000000000,1378.0
MaryRosslandJuction,veh_1464,left,1,515000000000,1537000000000,1022.0
MaryRosslandJuction,veh_1465,straight,1,519000000000,1493000000000,974.0
MaryRosslandJuction,veh_1468,left,1,844000000000,908000000000,64.0
MaryRosslandJuction,veh_147,right,1,25000000000,85000000000,60.0
MaryRosslandJuction,veh_1470,right,1,997000000000,1311000000000,314.0
MaryRosslandJuction,veh_1478,left,1,2126000000000,2211000000000,85.0
MaryRosslandJuction,veh_148,left,1,26000000000,214000000000,188.0
MaryRosslandJuction,veh_1482,left,1,872000000000,1763000000000,891.0
MaryRosslandJuction,veh_1485,straight,1,915000000000,1691000000000,776.0
MaryRosslandJuction,veh_1487,right,1,899000000000,1248000000000,349.0
MaryRosslandJuction,veh_149,straight,1,27000000000,233000000000,206.0
MaryRosslandJuction,veh_1490,left,1,192000000000,646000000000,454.0
MaryRosslandJuction,veh_1491,right,1,193000000000,1041000000000,848.0
MaryRosslandJuction,veh_1492,left,1,194000000000,936000000000,742.0
MaryRosslandJuction,veh_1493,straight,1,195000000000,1099000000000,904.0
MaryRosslandJuction,veh_1494,straight,1,521000000000,1693000000000,1172.0
MaryRosslandJuction,veh_1495,straight,1,522000000000,1502000000000,980.0
MaryRosslandJuction,veh_1496,left,1,524000000000,1540000000000,1016.0
MaryRosslandJuction,veh_1497,straight,1,525000000000,1513000000000,988.0
MaryRosslandJuction,veh_150,straight,1,26000000000,162000000000,136.0
MaryRosslandJuction,veh_1500,left,1,565000000000,638000000000,73.0
MaryRosslandJuction,veh_1502,right,1,1000000000000,1313000000000,313.0
MaryRosslandJuction,veh_1506,right,1,2941000000000,2989000000000,48.0
MaryRosslandJuction,veh_151,right,1,27000000000,171000000000,144.0
MaryRosslandJuction,veh_1510,left,1,2135000000000,2221000000000,86.0
MaryRosslandJuction,veh_1514,left,1,917000000000,1710000000000,793.0
MaryRosslandJuction,veh_1517,straight,1,924000000000,1492000000000,568.0
MaryRosslandJuction,veh_1519,right,1,905000000000,1251000000000,346.0
MaryRosslandJuction,veh_152,left,1,29000000000,85000000000,56.0
MaryRosslandJuction,veh_1522,left,1,196000000000,658000000000,462.0
MaryRosslandJuction,veh_1523,right,1,197000000000,1043000000000,846.0
MaryRosslandJuction,veh_1524,left,1,198000000000,928000000000,730.0
MaryRosslandJuction,veh_1525,straight,1,199000000000,1161000000000,962.0
MaryRosslandJuction,veh_1526,straight,1,527000000000,1513000000000,986.0
MaryRosslandJuction,veh_1527,straight,1,529000000000,2187000000000,1658.0
MaryRosslandJuction,veh_1528,left,1,530000000000,1558000000000,1028.0
MaryRosslandJuction,veh_1529,straight,1,535000000000,1503000000000,968.0
MaryRosslandJuction,veh_153,straight,1,31000000000,173000000000,142.0
MaryRosslandJuction,veh_1530,right,1,577000000000,1032000000000,455.0
MaryRosslandJuction,veh_1532,left,1,847000000000,908000000000,61.0
MaryRosslandJuction,veh_1534,right,1,1151000000000,1521000000000,370.0
MaryRosslandJuction,veh_1538,right,1,2851000000000,2899000000000,48.0
MaryRosslandJuction,veh_154,right,1,70000000000,130000000000,60.0
MaryRosslandJuction,veh_1542,left,1,2144000000000,2230000000000,86.0
MaryRosslandJuction,veh_1546,left,1,807000000000,1573000000000,766.0
MaryRosslandJuction,veh_1549,straight,1,927000000000,1448000000000,521.0
MaryRosslandJuction,veh_1551,right,1,908000000000,1258000000000,350.0
MaryRosslandJuction,veh_1554,left,1,200000000000,1188000000000,988.0
MaryRosslandJuction,veh_1555,right,1,201000000000,1049000000000,848.0
MaryRosslandJuction,veh_1556,left,1,202000000000,638000000000,436.0
MaryRosslandJuction,veh_1557,straight,1,203000000000,1109000000000,906.0
MaryRosslandJuction,veh_1558,straight,1,562000000000,1900000000000,1338.0
MaryRosslandJuction,veh_1559,straight,1,618000000000,1672000000000,1054.0
MaryRosslandJuction,veh_156,left,1,214000000000,278000000000,64.0
MaryRosslandJuction,veh_1560,left,1,623000000000,1547000000000,924.0
MaryRosslandJuction,veh_1561,straight,1,626000000000,1676000000000,1050.0
MaryRosslandJuction,veh_1562,right,1,612000000000,1041000000000,429.0
MaryRosslandJuction,veh_1564,left,1,1043000000000,1177000000000,134.0
MaryRosslandJuction,veh_1566,right,1,1152000000000,1527000000000,375.0
MaryRosslandJuction,veh_1574,left,1,2152000000000,2238000000000,86.0
MaryRosslandJuction,veh_1578,left,1,934000000000,1645000000000,711.0
MaryRosslandJuction,veh_158,right,1,85000000000,233000000000,148.0
MaryRosslandJuction,veh_1581,straight,1,936000000000,1450000000000,514.0
MaryRosslandJuction,veh_1583,right,1,959000000000,1277000000000,318.0
MaryRosslandJuction,veh_1586,left,1,204000000000,584000000000,380.0
MaryRosslandJuction,veh_1587,right,1,205000000000,1053000000000,848.0
MaryRosslandJuction,veh_1588,left,1,206000000000,1232000000000,1026.0
MaryRosslandJuction,veh_1589,straight,1,207000000000,1159000000000,952.0
MaryRosslandJuction,veh_1590,straight,1,628000000000,1674000000000,1046.0
MaryRosslandJuction,veh_1591,straight,1,630000000000,1682000000000,1052.0
MaryRosslandJuction,veh_1592,left,1,634000000000,1548000000000,914.0
MaryRosslandJuction,veh_1593,straight,1,635000000000,1681000000000,1046.0
MaryRosslandJuction,veh_1594,right,1,880000000000,1125000000000,245.0
MaryRosslandJuction,veh_1596,left,1,682000000000,745000000000,63.0
MaryRosslandJuction,veh_1598,right,1,1160000000000,1529000000000,369.0
MaryRosslandJuction,veh_1602,right,1,2877000000000,2925000000000,48.0
MaryRosslandJuction,veh_1606,left,1,2198000000000,2258000000000,60.0
MaryRosslandJuction,veh_1610,left,1,818000000000,1702000000000,884.0
MaryRosslandJuction,veh_1613,straight,1,862000000000,1502000000000,640.0
MaryRosslandJuction,veh_1615,right,1,962000000000,1284000000000,322.0
MaryRosslandJuction,veh_1619,right,1,209000000000,1085000000000,876.0
MaryRosslandJuction,veh_162,right,1,359000000000,701000000000,342.0
MaryRosslandJuction,veh_1622,straight,1,638000000000,1692000000000,1054.0
MaryRosslandJuction,veh_1623,straight,1,639000000000,1889000000000,1250.0
MaryRosslandJuction,veh_1624,left,1,642000000000,1556000000000,914.0
MaryRosslandJuction,veh_1625,straight,1,643000000000,1683000000000,1040.0
MaryRosslandJuction,veh_1626,right,1,873000000000,1121000000000,248.0
MaryRosslandJuction,veh_1628,left,1,854000000000,916000000000,62.0
MaryRosslandJuction,veh_1630,right,1,1162000000000,1536000000000,374.0
MaryRosslandJuction,veh_1634,right,1,2859000000000,2907000000000,48.0
MaryRosslandJuction,veh_1638,left,1,2207000000000,2267000000000,60.0
MaryRosslandJuction,veh_1645,straight,1,1123000000000,1494000000000,371.0
MaryRosslandJuction,veh_1647,right,1,968000000000,1287000000000,319.0
MaryRosslandJuction,veh_1650,left,1,213000000000,667000000000,454.0
MaryRosslandJuction,veh_1654,straight,1,645000000000,1899000000000,1254.0
MaryRosslandJuction,veh_1655,straight,1,687000000000,2185000000000,1498.0
MaryRosslandJuction,veh_1656,left,1,750000000000,1564000000000,814.0
MaryRosslandJuction,veh_1657,straight,1,751000000000,1673000000000,922.0
MaryRosslandJuction,veh_1658,right,1,865000000000,1115000000000,250.0
MaryRosslandJuction,veh_166,straight,1,546000000000,1061000000000,515.0
MaryRosslandJuction,veh_1660,left,1,863000000000,925000000000,62.0
MaryRosslandJuction,veh_1662,right,1,1225000000000,1539000000000,314.0
MaryRosslandJuction,veh_1666,right,1,2841000000000,2895000000000,54.0
MaryRosslandJuction,veh_1677,straight,1,1125000000000,1511000000000,386.0
MaryRosslandJuction,veh_1679,right,1,970000000000,1294000000000,324.0
MaryRosslandJuction,veh_1686,straight,1,754000000000,2194000000000,1440.0
MaryRosslandJuction,veh_1687,straight,1,757000000000,2821000000000,2064.0
MaryRosslandJuction,veh_1688,left,1,760000000000,1566000000000,806.0
MaryRosslandJuction,veh_1689,straight,1,763000000000,1691000000000,928.0
MaryRosslandJuction,veh_1690,right,1,856000000000,1113000000000,257.0
MaryRosslandJuction,veh_1692,left,1,883000000000,942000000000,59.0
MaryRosslandJuction,veh_1694,right,1,1227000000000,1544000000000,317.0
MaryRosslandJuction,veh_17,left,3,61000000000,110000000000,49.0
MaryRosslandJuction,veh_170,left,1,195000000000,980000000000,785.0
MaryRosslandJuction,veh_1702,left,1,1943000000000,2133000000000,190.0
MaryRosslandJuction,veh_1709,straight,1,1131000000000,1439000000000,308.0
MaryRosslandJuction,veh_1711,right,1,977000000000,1296000000000,319.0
MaryRosslandJuction,veh_1716,left,1,494000000000,684000000000,190.0
MaryRosslandJuction,veh_1719,straight,1,765000000000,2197000000000,1432.0
MaryRosslandJuction,veh_1720,left,1,766000000000,1574000000000,808.0
MaryRosslandJuction,veh_1721,straight,1,767000000000,1693000000000,926.0
MaryRosslandJuction,veh_1722,right,1,1045000000000,1454000000000,409.0
MaryRosslandJuction,veh_1724,left,1,1069000000000,1189000000000,120.0
MaryRosslandJuction,veh_1726,right,1,1234000000000,1548000000000,314.0
MaryRosslandJuction,veh_173,straight,1,223000000000,367000000000,144.0
MaryRosslandJuction,veh_1734,left,1,1937000000000,2131000000000,194.0
MaryRosslandJuction,veh_174,left,1,163000000000,629000000000,466.0
MaryRosslandJuction,veh_1741,straight,1,918000000000,1693000000000,775.0
MaryRosslandJuction,veh_1743,right,1,986000000000,1319000000000,333.0
MaryRosslandJuction,veh_1746,left,1,501000000000,755000000000,254.0
MaryRosslandJuction,veh_1747,right,1,502000000000,1098000000000,596.0
MaryRosslandJuction,veh_1748,left,1,503000000000,719000000000,216.0
MaryRosslandJuction,veh_1749,left,1,505000000000,711000000000,206.0
MaryRosslandJuction,veh_175,right,1,166000000000,215000000000,49.0
