junctionid,vehicleid,turn,priority,arrivaltime,departuretime,delay
MaryTauntonJunction,veh_3709,right,1,1629000000000,1805000000000,176.0
MaryTauntonJunction,veh_3716,right,1,1480000000000,1811000000000,331.0
MaryTauntonJunction,veh_373,straight,1,308000000000,967000000000,659.0
MaryTauntonJunction,veh_3735,straight,1,1997000000000,2464000000000,467.0
MaryTauntonJunction,veh_3740,left,1,1634000000000,2046000000000,412.0
MaryTauntonJunction,veh_3741,right,1,1635000000000,1811000000000,176.0
MaryTauntonJunction,veh_3743,left,1,1637000000000,2031000000000,394.0
MaryTauntonJunction,veh_3748,right,1,1524000000000,1841000000000,317.0
MaryTauntonJunction,veh_375,right,1,371000000000,965000000000,594.0
MaryTauntonJunction,veh_3751,right,1,1497000000000,1822000000000,325.0
MaryTauntonJunction,veh_3767,straight,1,2008000000000,2472000000000,464.0
MaryTauntonJunction,veh_3773,right,1,1639000000000,1813000000000,174.0
MaryTauntonJunction,veh_3775,left,1,1642000000000,2058000000000,416.0
MaryTauntonJunction,veh_378,left,1,46000000000,274000000000,228.0
MaryTauntonJunction,veh_3780,right,1,1522000000000,1838000000000,316.0
MaryTauntonJunction,veh_3782,left,1,1604000000000,1958000000000,354.0
MaryTauntonJunction,veh_3783,right,1,1532000000000,1847000000000,315.0
MaryTauntonJunction,veh_379,right,1,47000000000,109000000000,62.0
MaryTauntonJunction,veh_3799,straight,1,2051000000000,2363000000000,312.0
MaryTauntonJunction,veh_380,left,1,48000000000,280000000000,232.0
MaryTauntonJunction,veh_3805,right,1,1644000000000,1820000000000,176.0
MaryTauntonJunction,veh_381,straight,1,49000000000,299000000000,250.0
MaryTauntonJunction,veh_3814,left,1,1552000000000,1605000000000,53.0
MaryTauntonJunction,veh_382,straight,1,91000000000,143000000000,52.0
MaryTauntonJunction,veh_383,right,1,94000000000,188000000000,94.0
MaryTauntonJunction,veh_3831,straight,1,2015000000000,2300000000000,285.0
MaryTauntonJunction,veh_3836,left,1,1648000000000,2244000000000,596.0
MaryTauntonJunction,veh_3837,right,1,1649000000000,1823000000000,174.0
MaryTauntonJunction,veh_3838,left,1,1650000000000,2256000000000,606.0
MaryTauntonJunction,veh_3839,left,1,1651000000000,2247000000000,596.0
MaryTauntonJunction,veh_384,left,1,97000000000,533000000000,436.0
MaryTauntonJunction,veh_385,right,1,101000000000,191000000000,90.0
MaryTauntonJunction,veh_3863,straight,1,2031000000000,2220000000000,189.0
MaryTauntonJunction,veh_3869,right,1,1653000000000,2099000000000,446.0
MaryTauntonJunction,veh_3876,right,1,1624000000000,1892000000000,268.0
MaryTauntonJunction,veh_388,left,1,203000000000,292000000000,89.0
MaryTauntonJunction,veh_3895,straight,1,2060000000000,2478000000000,418.0
MaryTauntonJunction,veh_3900,left,1,1658000000000,2262000000000,604.0
MaryTauntonJunction,veh_3901,right,1,1659000000000,2101000000000,442.0
MaryTauntonJunction,veh_3903,left,1,1662000000000,2274000000000,612.0
MaryTauntonJunction,veh_3910,left,1,1587000000000,1956000000000,369.0
MaryTauntonJunction,veh_3927,straight,1,2062000000000,2337000000000,275.0
MaryTauntonJunction,veh_393,straight,1,182000000000,300000000000,118.0
MaryTauntonJunction,veh_3932,left,1,1663000000000,2289000000000,626.0
MaryTauntonJunction,veh_3933,right,1,2057000000000,2107000000000,50.0
MaryTauntonJunction,veh_3934,left,1,2061000000000,2523000000000,462.0
MaryTauntonJunction,veh_394,right,1,1317000000000,2165000000000,848.0
MaryTauntonJunction,veh_3956,left,1,2069000000000,2134000000000,65.0
MaryTauntonJunction,veh_3958,left,1,2096000000000,2191000000000,95.0
MaryTauntonJunction,veh_3959,straight,1,2070000000000,2311000000000,241.0
MaryTauntonJunction,veh_3966,left,1,2068000000000,2532000000000,464.0
MaryTauntonJunction,veh_398,straight,1,1325000000000,2148000000000,823.0
MaryTauntonJunction,veh_3988,left,1,2072000000000,2137000000000,65.0
MaryTauntonJunction,veh_3990,left,1,2076000000000,2139000000000,63.0
MaryTauntonJunction,veh_3991,straight,1,2079000000000,2481000000000,402.0
MaryTauntonJunction,veh_3998,left,1,2073000000000,2541000000000,468.0
MaryTauntonJunction,veh_4020,left,1,2106000000000,2192000000000,86.0
MaryTauntonJunction,veh_4022,left,1,2094000000000,2184000000000,90.0
MaryTauntonJunction,veh_4023,straight,1,2087000000000,2479000000000,392.0
MaryTauntonJunction,veh_4030,left,1,2080000000000,2622000000000,542.0
MaryTauntonJunction,veh_405,straight,1,352000000000,955000000000,603.0
MaryTauntonJunction,veh_4052,left,1,2086000000000,2182000000000,96.0
MaryTauntonJunction,veh_4055,straight,1,2098000000000,2319000000000,221.0
MaryTauntonJunction,veh_4062,left,1,2086000000000,2624000000000,538.0
MaryTauntonJunction,veh_407,right,1,379000000000,972000000000,593.0
MaryTauntonJunction,veh_4084,left,1,2108000000000,2343000000000,235.0
MaryTauntonJunction,veh_4086,left,1,2124000000000,2353000000000,229.0
MaryTauntonJunction,veh_4087,straight,1,2100000000000,2487000000000,387.0
MaryTauntonJunction,veh_41,straight,1,83000000000,245000000000,162.0
MaryTauntonJunction,veh_410,left,1,50000000000,282000000000,232.0
MaryTauntonJunction,veh_411,right,1,51000000000,243000000000,192.0
MaryTauntonJunction,veh_4116,left,1,2114000000000,2345000000000,231.0
MaryTauntonJunction,veh_4119,straight,1,2112000000000,2481000000000,369.0
MaryTauntonJunction,veh_412,left,1,52000000000,290000000000,238.0
MaryTauntonJunction,veh_413,straight,1,53000000000,301000000000,248.0
MaryTauntonJunction,veh_414,straight,1,103000000000,145000000000,42.0
MaryTauntonJunction,veh_4148,left,1,2125000000000,2443000000000,318.0
MaryTauntonJunction,veh_415,right,1,105000000000,197000000000,92.0
MaryTauntonJunction,veh_4151,straight,1,2115000000000,2489000000000,374.0
MaryTauntonJunction,veh_416,left,1,107000000000,535000000000,428.0
MaryTauntonJunction,veh_417,right,1,108000000000,200000000000,92.0
MaryTauntonJunction,veh_4180,left,1,2126000000000,2354000000000,228.0
MaryTauntonJunction,veh_4183,straight,1,2122000000000,2316000000000,194.0
MaryTauntonJunction,veh_42,right,1,139000000000,206000000000,67.0
MaryTauntonJunction,veh_420,left,1,263000000000,316000000000,53.0
MaryTauntonJunction,veh_425,straight,1,354000000000,460000000000,106.0
MaryTauntonJunction,veh_426,right,1,1323000000000,2170000000000,847.0
MaryTauntonJunction,veh_430,straight,1,1486000000000,2200000000000,714.0
MaryTauntonJunction,veh_437,straight,1,149000000000,713000000000,564.0
MaryTauntonJunction,veh_439,right,1,386000000000,974000000000,588.0
MaryTauntonJunction,veh_442,left,1,54000000000,292000000000,238.0
MaryTauntonJunction,veh_443,right,1,55000000000,245000000000,190.0
MaryTauntonJunction,veh_444,left,1,56000000000,316000000000,260.0
MaryTauntonJunction,veh_445,straight,1,57000000000,307000000000,250.0
MaryTauntonJunction,veh_446,straight,1,109000000000,149000000000,40.0
MaryTauntonJunction,veh_447,right,1,111000000000,207000000000,96.0
MaryTauntonJunction,veh_448,left,1,113000000000,541000000000,428.0
MaryTauntonJunction,veh_449,right,1,114000000000,210000000000,96.0
MaryTauntonJunction,veh_452,left,1,266000000000,317000000000,51.0
MaryTauntonJunction,veh_457,straight,1,355000000000,461000000000,106.0
MaryTauntonJunction,veh_458,right,1,1496000000000,2216000000000,720.0
MaryTauntonJunction,veh_46,straight,1,123000000000,190000000000,67.0
MaryTauntonJunction,veh_462,straight,1,1578000000000,2227000000000,649.0
MaryTauntonJunction,veh_469,straight,1,153000000000,723000000000,570.0
MaryTauntonJunction,veh_471,right,1,470000000000,980000000000,510.0
MaryTauntonJunction,veh_474,left,1,58000000000,318000000000,260.0
MaryTauntonJunction,veh_475,right,1,59000000000,251000000000,192.0
MaryTauntonJunction,veh_476,left,1,60000000000,326000000000,266.0
MaryTauntonJunction,veh_477,straight,1,61000000000,309000000000,248.0
MaryTauntonJunction,veh_478,straight,1,116000000000,164000000000,48.0
MaryTauntonJunction,veh_479,right,1,119000000000,215000000000,96.0
MaryTauntonJunction,veh_480,left,1,122000000000,544000000000,422.0
MaryTauntonJunction,veh_481,right,1,125000000000,217000000000,92.0
MaryTauntonJunction,veh_484,left,1,273000000000,325000000000,52.0
MaryTauntonJunction,veh_489,straight,1,363000000000,463000000000,100.0
MaryTauntonJunction,veh_490,right,1,1530000000000,2219000000000,689.0
MaryTauntonJunction,veh_494,left,1,568000000000,621000000000,53.0
MaryTauntonJunction,veh_501,straight,1,353000000000,975000000000,622.0
MaryTauntonJunction,veh_503,right,1,476000000000,984000000000,508.0
MaryTauntonJunction,veh_506,left,1,62000000000,328000000000,266.0
MaryTauntonJunction,veh_507,right,1,63000000000,255000000000,192.0
MaryTauntonJunction,veh_508,left,1,64000000000,356000000000,292.0
MaryTauntonJunction,veh_509,straight,1,65000000000,371000000000,306.0
MaryTauntonJunction,veh_510,right,1,128000000000,224000000000,96.0
MaryTauntonJunction,veh_511,right,1,130000000000,228000000000,98.0
MaryTauntonJunction,veh_512,left,1,132000000000,650000000000,518.0
MaryTauntonJunction,veh_513,right,1,134000000000,234000000000,100.0
MaryTauntonJunction,veh_516,left,1,275000000000,328000000000,53.0
MaryTauntonJunction,veh_521,straight,1,365000000000,462000000000,97.0
MaryTauntonJunction,veh_522,right,1,1559000000000,2243000000000,684.0
MaryTauntonJunction,veh_526,left,1,571000000000,624000000000,53.0
MaryTauntonJunction,veh_53,straight,1,151000000000,715000000000,564.0
MaryTauntonJunction,veh_533,straight,1,252000000000,803000000000,551.0
MaryTauntonJunction,veh_535,right,1,486000000000,1026000000000,540.0
MaryTauntonJunction,veh_538,left,1,66000000000,400000000000,334.0
MaryTauntonJunction,veh_539,right,1,67000000000,297000000000,230.0
MaryTauntonJunction,veh_540,left,1,68000000000,406000000000,338.0
MaryTauntonJunction,veh_541,straight,1,69000000000,373000000000,304.0
MaryTauntonJunction,veh_542,right,1,136000000000,236000000000,100.0
MaryTauntonJunction,veh_543,right,1,139000000000,261000000000,122.0
MaryTauntonJunction,veh_544,left,1,141000000000,653000000000,512.0
MaryTauntonJunction,veh_545,right,1,144000000000,264000000000,120.0
MaryTauntonJunction,veh_548,left,1,327000000000,388000000000,61.0
MaryTauntonJunction,veh_55,right,1,161000000000,723000000000,562.0
MaryTauntonJunction,veh_553,straight,1,453000000000,570000000000,117.0
MaryTauntonJunction,veh_554,right,1,1576000000000,2251000000000,675.0
MaryTauntonJunction,veh_558,straight,1,1595000000000,2236000000000,641.0
MaryTauntonJunction,veh_565,straight,1,360000000000,965000000000,605.0
MaryTauntonJunction,veh_567,right,1,488000000000,1029000000000,541.0
MaryTauntonJunction,veh_570,left,1,70000000000,418000000000,348.0
MaryTauntonJunction,veh_571,right,1,71000000000,299000000000,228.0
MaryTauntonJunction,veh_572,left,1,72000000000,426000000000,354.0
MaryTauntonJunction,veh_573,straight,1,73000000000,381000000000,308.0
MaryTauntonJunction,veh_574,right,1,148000000000,270000000000,122.0
MaryTauntonJunction,veh_575,right,1,150000000000,272000000000,122.0
MaryTauntonJunction,veh_576,left,1,152000000000,658000000000,506.0
MaryTauntonJunction,veh_577,right,1,153000000000,279000000000,126.0
MaryTauntonJunction,veh_58,left,1,6000000000,44000000000,38.0
MaryTauntonJunction,veh_580,left,1,329000000000,391000000000,62.0
MaryTauntonJunction,veh_585,straight,1,455000000000,568000000000,113.0
MaryTauntonJunction,veh_586,right,1,1488000000000,2207000000000,719.0
MaryTauntonJunction,veh_59,right,1,7000000000,79000000000,72.0
MaryTauntonJunction,veh_590,straight,1,1614000000000,2299000000000,685.0
MaryTauntonJunction,veh_597,straight,1,362000000000,983000000000,621.0
MaryTauntonJunction,veh_599,right,1,578000000000,1035000000000,457.0
MaryTauntonJunction,veh_60,left,1,8000000000,46000000000,38.0
MaryTauntonJunction,veh_602,left,1,74000000000,434000000000,360.0
MaryTauntonJunction,veh_603,right,1,75000000000,305000000000,230.0
MaryTauntonJunction,veh_604,left,1,76000000000,436000000000,360.0
MaryTauntonJunction,veh_605,straight,1,77000000000,383000000000,306.0
MaryTauntonJunction,veh_606,right,1,155000000000,281000000000,126.0
MaryTauntonJunction,veh_607,right,1,158000000000,288000000000,130.0
MaryTauntonJunction,veh_608,left,1,161000000000,661000000000,500.0
MaryTauntonJunction,veh_609,right,1,163000000000,291000000000,128.0
MaryTauntonJunction,veh_61,straight,1,9000000000,81000000000,72.0
MaryTauntonJunction,veh_612,left,1,336000000000,398000000000,62.0
MaryTauntonJunction,veh_617,straight,1,462000000000,572000000000,110.0
MaryTauntonJunction,veh_618,right,1,1639000000000,2369000000000,730.0
MaryTauntonJunction,veh_62,straight,1,6000000000,64000000000,58.0
MaryTauntonJunction,veh_622,straight,1,1621000000000,2308000000000,687.0
MaryTauntonJunction,veh_629,straight,1,306000000000,973000000000,667.0
MaryTauntonJunction,veh_63,right,1,8000000000,68000000000,60.0
MaryTauntonJunction,veh_631,right,1,584000000000,1038000000000,454.0
MaryTauntonJunction,veh_634,left,1,78000000000,442000000000,364.0
MaryTauntonJunction,veh_635,right,1,79000000000,309000000000,230.0
MaryTauntonJunction,veh_636,left,1,80000000000,444000000000,364.0
MaryTauntonJunction,veh_637,straight,1,81000000000,461000000000,380.0
MaryTauntonJunction,veh_638,right,1,165000000000,315000000000,150.0
MaryTauntonJunction,veh_639,right,1,168000000000,318000000000,150.0
MaryTauntonJunction,veh_64,left,1,9000000000,99000000000,90.0
MaryTauntonJunction,veh_640,left,1,172000000000,784000000000,612.0
MaryTauntonJunction,veh_641,right,1,174000000000,324000000000,150.0
MaryTauntonJunction,veh_644,left,1,338000000000,399000000000,61.0
MaryTauntonJunction,veh_649,straight,1,465000000000,571000000000,106.0
MaryTauntonJunction,veh_65,right,1,11000000000,71000000000,60.0
MaryTauntonJunction,veh_650,right,1,1665000000000,2380000000000,715.0
MaryTauntonJunction,veh_654,straight,1,1566000000000,2219000000000,653.0
MaryTauntonJunction,veh_661,straight,1,522000000000,985000000000,463.0
MaryTauntonJunction,veh_663,right,1,593000000000,1044000000000,451.0
MaryTauntonJunction,veh_666,left,1,82000000000,452000000000,370.0
MaryTauntonJunction,veh_667,right,1,83000000000,333000000000,250.0
MaryTauntonJunction,veh_668,left,1,84000000000,454000000000,370.0
MaryTauntonJunction,veh_669,straight,1,85000000000,463000000000,378.0
MaryTauntonJunction,veh_670,right,1,176000000000,326000000000,150.0
MaryTauntonJunction,veh_671,right,1,179000000000,351000000000,172.0
MaryTauntonJunction,veh_672,left,1,182000000000,786000000000,604.0
MaryTauntonJunction,veh_673,right,1,185000000000,353000000000,168.0
MaryTauntonJunction,veh_676,left,1,345000000000,407000000000,62.0
MaryTauntonJunction,veh_68,left,1,100000000000,208000000000,108.0
MaryTauntonJunction,veh_681,straight,1,579000000000,631000000000,52.0
MaryTauntonJunction,veh_682,right,1,1710000000000,2386000000000,676.0
MaryTauntonJunction,veh_686,straight,1,1775000000000,2380000000000,605.0
MaryTauntonJunction,veh_693,straight,1,353000000000,957000000000,604.0
MaryTauntonJunction,veh_695,right,1,596000000000,1046000000000,450.0
MaryTauntonJunction,veh_698,left,1,86000000000,488000000000,402.0
MaryTauntonJunction,veh_699,right,1,87000000000,335000000000,248.0
MaryTauntonJunction,veh_700,left,1,88000000000,490000000000,402.0
MaryTauntonJunction,veh_701,straight,1,89000000000,471000000000,382.0
MaryTauntonJunction,veh_702,right,1,189000000000,359000000000,170.0
MaryTauntonJunction,veh_703,right,1,191000000000,363000000000,172.0
MaryTauntonJunction,veh_704,left,1,193000000000,795000000000,602.0
MaryTauntonJunction,veh_705,right,1,194000000000,386000000000,192.0
MaryTauntonJunction,veh_708,left,1,347000000000,408000000000,61.0
MaryTauntonJunction,veh_713,straight,1,581000000000,633000000000,52.0
MaryTauntonJunction,veh_714,right,1,1641000000000,2372000000000,731.0
MaryTauntonJunction,veh_718,straight,1,1548000000000,2208000000000,660.0
MaryTauntonJunction,veh_725,straight,1,524000000000,1137000000000,613.0
MaryTauntonJunction,veh_727,right,1,703000000000,1056000000000,353.0
MaryTauntonJunction,veh_73,straight,1,85000000000,247000000000,162.0
MaryTauntonJunction,veh_730,left,1,90000000000,498000000000,408.0
MaryTauntonJunction,veh_731,right,1,91000000000,341000000000,250.0
MaryTauntonJunction,veh_732,left,1,92000000000,506000000000,414.0
MaryTauntonJunction,veh_733,straight,1,93000000000,473000000000,380.0
MaryTauntonJunction,veh_734,right,1,195000000000,389000000000,194.0
MaryTauntonJunction,veh_735,right,1,197000000000,395000000000,198.0
MaryTauntonJunction,veh_736,left,1,198000000000,796000000000,598.0
MaryTauntonJunction,veh_737,right,1,200000000000,398000000000,198.0
MaryTauntonJunction,veh_74,right,1,641000000000,1052000000000,411.0
MaryTauntonJunction,veh_740,left,1,435000000000,488000000000,53.0
MaryTauntonJunction,veh_745,straight,1,588000000000,639000000000,51.0
MaryTauntonJunction,veh_746,right,1,1757000000000,2408000000000,651.0
MaryTauntonJunction,veh_750,straight,1,1783000000000,2083000000000,300.0
MaryTauntonJunction,veh_757,straight,1,522000000000,1135000000000,613.0
MaryTauntonJunction,veh_759,right,1,710000000000,1062000000000,352.0
MaryTauntonJunction,veh_762,left,1,94000000000,514000000000,420.0
MaryTauntonJunction,veh_763,right,1,95000000000,345000000000,250.0
MaryTauntonJunction,veh_764,left,1,96000000000,516000000000,420.0
MaryTauntonJunction,veh_765,straight,1,97000000000,371000000000,274.0
MaryTauntonJunction,veh_766,right,1,203000000000,405000000000,202.0
MaryTauntonJunction,veh_767,right,1,206000000000,406000000000,200.0
MaryTauntonJunction,veh_768,left,1,208000000000,874000000000,666.0
MaryTauntonJunction,veh_769,right,1,210000000000,414000000000,204.0
MaryTauntonJunction,veh_772,left,1,437000000000,490000000000,53.0
MaryTauntonJunction,veh_777,straight,1,590000000000,642000000000,52.0
MaryTauntonJunction,veh_778,right,1,1539000000000,2226000000000,687.0
MaryTauntonJunction,veh_78,straight,1,129000000000,192000000000,63.0
MaryTauntonJunction,veh_782,straight,1,1532000000000,2202000000000,670.0
MaryTauntonJunction,veh_789,straight,1,531000000000,1145000000000,614.0
MaryTauntonJunction,veh_791,right,1,719000000000,1064000000000,345.0
MaryTauntonJunction,veh_794,left,1,98000000000,526000000000,428.0
MaryTauntonJunction,veh_795,right,1,99000000000,371000000000,272.0
MaryTauntonJunction,veh_796,left,1,100000000000,554000000000,454.0
MaryTauntonJunction,veh_797,straight,1,101000000000,569000000000,468.0
MaryTauntonJunction,veh_798,right,1,212000000000,416000000000,204.0
MaryTauntonJunction,veh_799,right,1,214000000000,422000000000,208.0
MaryTauntonJunction,veh_8,straight,1,81000000000,244000000000,163.0
MaryTauntonJunction,veh_800,left,1,216000000000,878000000000,662.0
MaryTauntonJunction,veh_801,right,1,217000000000,425000000000,208.0
MaryTauntonJunction,veh_804,left,1,443000000000,496000000000,53.0
MaryTauntonJunction,veh_809,straight,1,705000000000,757000000000,52.0
MaryTauntonJunction,veh_810,right,1,1737000000000,2309000000000,572.0
MaryTauntonJunction,veh_814,straight,1,1785000000000,2382000000000,597.0
MaryTauntonJunction,veh_821,straight,1,534000000000,1147000000000,613.0
MaryTauntonJunction,veh_823,right,1,722000000000,1106000000000,384.0
MaryTauntonJunction,veh_826,left,1,102000000000,560000000000,458.0
MaryTauntonJunction,veh_827,right,1,103000000000,377000000000,274.0
MaryTauntonJunction,veh_828,left,1,104000000000,586000000000,482.0
MaryTauntonJunction,veh_829,straight,1,105000000000,381000000000,276.0
MaryTauntonJunction,veh_830,right,1,218000000000,432000000000,214.0
MaryTauntonJunction,veh_831,right,1,219000000000,435000000000,216.0
MaryTauntonJunction,veh_832,left,1,221000000000,883000000000,662.0
MaryTauntonJunction,veh_833,right,1,223000000000,441000000000,218.0
MaryTauntonJunction,veh_836,left,1,446000000000,498000000000,52.0
MaryTauntonJunction,veh_841,straight,1,707000000000,759000000000,52.0
MaryTauntonJunction,veh_842,right,1,1791000000000,2426000000000,635.0
MaryTauntonJunction,veh_846,straight,1,1793000000000,2086000000000,293.0
MaryTauntonJunction,veh_85,straight,1,153000000000,714000000000,561.0
MaryTauntonJunction,veh_853,straight,1,739000000000,1223000000000,484.0
MaryTauntonJunction,veh_855,right,1,884000000000,1118000000000,234.0
MaryTauntonJunction,veh_858,left,1,106000000000,596000000000,490.0
MaryTauntonJunction,veh_859,right,1,107000000000,459000000000,352.0
MaryTauntonJunction,veh_860,left,1,108000000000,604000000000,496.0
MaryTauntonJunction,veh_861,straight,1,109000000000,571000000000,462.0
MaryTauntonJunction,veh_862,right,1,224000000000,444000000000,220.0
MaryTauntonJunction,veh_863,right,1,225000000000,449000000000,224.0
MaryTauntonJunction,veh_864,left,1,227000000000,885000000000,658.0
MaryTauntonJunction,veh_865,right,1,228000000000,452000000000,224.0
MaryTauntonJunction,veh_868,left,1,498000000000,550000000000,52.0
MaryTauntonJunction,veh_87,right,1,170000000000,728000000000,558.0
MaryTauntonJunction,veh_873,straight,1,714000000000,766000000000,52.0
MaryTauntonJunction,veh_874,right,1,1719000000000,2399000000000,680.0
MaryTauntonJunction,veh_878,straight,1,1586000000000,2228000000000,642.0
MaryTauntonJunction,veh_885,straight,1,738000000000,1255000000000,517.0
MaryTauntonJunction,veh_887,right,1,890000000000,1125000000000,235.0
MaryTauntonJunction,veh_890,left,1,110000000000,364000000000,254.0
MaryTauntonJunction,veh_891,right,1,111000000000,461000000000,350.0
MaryTauntonJunction,veh_892,left,1,112000000000,608000000000,496.0
MaryTauntonJunction,veh_893,straight,1,113000000000,471000000000,358.0
MaryTauntonJunction,veh_894,right,1,229000000000,477000000000,248.0
MaryTauntonJunction,veh_895,right,1,230000000000,480000000000,250.0
MaryTauntonJunction,veh_896,left,1,232000000000,892000000000,660.0
MaryTauntonJunction,veh_897,right,1,234000000000,486000000000,252.0
MaryTauntonJunction,veh_9,right,1,141000000000,210000000000,69.0
MaryTauntonJunction,veh_90,left,1,10000000000,48000000000,38.0
MaryTauntonJunction,veh_900,left,1,500000000000,552000000000,52.0
MaryTauntonJunction,veh_905,straight,1,716000000000,768000000000,52.0
MaryTauntonJunction,veh_906,right,1,1551000000000,2234000000000,683.0
MaryTauntonJunction,veh_91,right,1,11000000000,83000000000,72.0
MaryTauntonJunction,veh_910,straight,1,1746000000000,2374000000000,628.0
MaryTauntonJunction,veh_917,straight,1,741000000000,1257000000000,516.0
MaryTauntonJunction,veh_919,right,1,899000000000,1127000000000,228.0
MaryTauntonJunction,veh_92,left,1,12000000000,50000000000,38.0
MaryTauntonJunction,veh_922,left,1,114000000000,614000000000,500.0
MaryTauntonJunction,veh_923,right,1,115000000000,471000000000,356.0
MaryTauntonJunction,veh_924,left,1,116000000000,352000000000,236.0
MaryTauntonJunction,veh_925,straight,1,117000000000,579000000000,462.0
MaryTauntonJunction,veh_926,right,1,237000000000,487000000000,250.0
MaryTauntonJunction,veh_927,right,1,240000000000,494000000000,254.0
MaryTauntonJunction,veh_928,left,1,242000000000,894000000000,652.0
MaryTauntonJunction,veh_929,right,1,244000000000,498000000000,254.0
MaryTauntonJunction,veh_93,straight,1,13000000000,83000000000,70.0
MaryTauntonJunction,veh_932,left,1,507000000000,558000000000,51.0
MaryTauntonJunction,veh_937,straight,1,794000000000,910000000000,116.0
MaryTauntonJunction,veh_938,right,1,1541000000000,2228000000000,687.0
MaryTauntonJunction,veh_94,straight,1,13000000000,65000000000,52.0
MaryTauntonJunction,veh_942,straight,1,1605000000000,2239000000000,634.0
MaryTauntonJunction,veh_949,straight,1,748000000000,1265000000000,517.0
MaryTauntonJunction,veh_95,right,1,16000000000,116000000000,100.0
MaryTauntonJunction,veh_951,right,1,901000000000,1133000000000,232.0
MaryTauntonJunction,veh_954,left,1,118000000000,390000000000,272.0
MaryTauntonJunction,veh_955,right,1,119000000000,531000000000,412.0
MaryTauntonJunction,veh_956,left,1,120000000000,362000000000,242.0
MaryTauntonJunction,veh_957,straight,1,121000000000,577000000000,456.0
MaryTauntonJunction,veh_958,right,1,246000000000,504000000000,258.0
MaryTauntonJunction,veh_959,right,1,249000000000,507000000000,258.0
MaryTauntonJunction,veh_96,left,1,18000000000,102000000000,84.0
MaryTauntonJunction,veh_960,left,1,251000000000,901000000000,650.0
MaryTauntonJunction,veh_961,right,1,253000000000,513000000000,260.0
MaryTauntonJunction,veh_964,left,1,509000000000,562000000000,53.0
MaryTauntonJunction,veh_969,straight,1,796000000000,912000000000,116.0
MaryTauntonJunction,veh_97,right,1,20000000000,118000000000,98.0
MaryTauntonJunction,veh_970,right,1,1765000000000,2423000000000,658.0
MaryTauntonJunction,veh_974,straight,1,2340000000000,2490000000000,150.0
MaryTauntonJunction,veh_981,straight,1,750000000000,1267000000000,517.0
MaryTauntonJunction,veh_983,right,1,908000000000,1136000000000,228.0
MaryTauntonJunction,veh_986,left,1,122000000000,398000000000,276.0
MaryTauntonJunction,veh_987,right,1,123000000000,533000000000,410.0
MaryTauntonJunction,veh_988,left,1,124000000000,388000000000,264.0
MaryTauntonJunction,veh_989,straight,1,125000000000,633000000000,508.0
MaryTauntonJunction,veh_990,right,1,255000000000,515000000000,260.0
MaryTauntonJunction,veh_991,right,1,257000000000,521000000000,264.0
MaryTauntonJunction,veh_992,left,1,260000000000,904000000000,644.0
MaryTauntonJunction,veh_993,right,1,263000000000,525000000000,262.0
MaryTauntonJunction,veh_996,left,1,515000000000,587000000000,72.0
SimcoeRosslandJunction,veh_0,left,1,54000000000,114000000000,60.0
SimcoeRosslandJunction,veh_10,right,1,3000000000,69000000000,66.0
SimcoeRosslandJunction,veh_1002,straight,1,191000000000,605000000000,414.0
SimcoeRosslandJunction,veh_1003,right,1,192000000000,558000000000,366.0
SimcoeRosslandJunction,veh_1004,left,1,193000000000,581000000000,388.0
SimcoeRosslandJunction,veh_1005,straight,1,194000000000,616000000000,422.0
SimcoeRosslandJunction,veh_1006,right,1,275000000000,651000000000,376.0
SimcoeRosslandJunction,veh_1007,right,1,277000000000,703000000000,426.0
SimcoeRosslandJunction,veh_1008,left,1,280000000000,768000000000,488.0
SimcoeRosslandJunction,veh_1009,straight,1,281000000000,885000000000,604.0
SimcoeRosslandJunction,veh_101,straight,1,139000000000,199000000000,60.0
SimcoeRosslandJunction,veh_1010,right,1,947000000000,1152000000000,205.0
SimcoeRosslandJunction,veh_1012,left,1,954000000000,1376000000000,422.0
SimcoeRosslandJunction,veh_1014,right,1,1008000000000,1257000000000,249.0
SimcoeRosslandJunction,veh_1018,straight,1,983000000000,1246000000000,263.0
SimcoeRosslandJunction,veh_102,left,1,96000000000,293000000000,197.0
SimcoeRosslandJunction,veh_1022,left,1,1061000000000,1382000000000,321.0
SimcoeRosslandJunction,veh_1026,left,1,526000000000,2691000000000,2165.0
SimcoeRosslandJunction,veh_1029,straight,1,535000000000,822000000000,287.0
SimcoeRosslandJunction,veh_103,right,1,99000000000,199000000000,100.0
SimcoeRosslandJunction,veh_1030,left,1,711000000000,2791000000000,2080.0
SimcoeRosslandJunction,veh_1031,right,1,715000000000,1000000000000,285.0
SimcoeRosslandJunction,veh_1034,straight,1,195000000000,615000000000,420.0
SimcoeRosslandJunction,veh_1035,right,1,196000000000,562000000000,366.0
SimcoeRosslandJunction,veh_1036,left,1,197000000000,641000000000,444.0
SimcoeRosslandJunction,veh_1037,straight,1,198000000000,606000000000,408.0
SimcoeRosslandJunction,veh_1038,right,1,282000000000,706000000000,424.0
SimcoeRosslandJunction,veh_1039,right,1,284000000000,712000000000,428.0
SimcoeRosslandJunction,veh_1040,left,1,286000000000,770000000000,484.0
SimcoeRosslandJunction,veh_1041,straight,1,287000000000,887000000000,600.0
SimcoeRosslandJunction,veh_1042,right,1,398000000000,506000000000,108.0
SimcoeRosslandJunction,veh_1044,left,1,956000000000,1378000000000,422.0
